"","subject","activity","feature","measurement","mean_value"
"1694",7,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","mean()",-0.673327281960784
"1695",7,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","meanFreq()",0.047334927254902
"1696",7,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","std()",-0.704090967843137
"1697",7,"WALKING_UPSTAIRS","fBodyBodyGyroMag","mean()",-0.533982945882353
"1698",7,"WALKING_UPSTAIRS","fBodyBodyGyroMag","meanFreq()",-0.165200896648451
"1699",7,"WALKING_UPSTAIRS","fBodyBodyGyroMag","std()",-0.444994481882353
"1700",7,"WALKING_UPSTAIRS","fBodyGyro","mean()",-0.453319958627451
"1701",7,"WALKING_UPSTAIRS","fBodyGyro","meanFreq()",-0.243189682648366
"1702",7,"WALKING_UPSTAIRS","fBodyGyro","std()",-0.447221488941176
"1703",7,"WALKING_UPSTAIRS","tBodyAcc","mean()",0.0257911112379085
"1704",7,"WALKING_UPSTAIRS","tBodyAcc","std()",-0.255566007546405
"1705",7,"WALKING_UPSTAIRS","tBodyAccJerk","mean()",0.0238593623686275
"1706",7,"WALKING_UPSTAIRS","tBodyAccJerk","std()",-0.514286382614379
"1707",7,"WALKING_UPSTAIRS","tBodyAccJerkMag","mean()",-0.458695232352941
"1708",7,"WALKING_UPSTAIRS","tBodyAccJerkMag","std()",-0.471265710980392
"1709",7,"WALKING_UPSTAIRS","tBodyAccMag","mean()",-0.198074437978431
"1710",7,"WALKING_UPSTAIRS","tBodyAccMag","std()",-0.33474460745098
"1711",7,"WALKING_UPSTAIRS","tBodyGyro","mean()",-0.000677552083202615
"1712",7,"WALKING_UPSTAIRS","tBodyGyro","std()",-0.428610036352941
"1713",7,"WALKING_UPSTAIRS","tBodyGyroJerk","mean()",-0.0687792483372549
"1714",7,"WALKING_UPSTAIRS","tBodyGyroJerk","std()",-0.656746858169935
"1715",7,"WALKING_UPSTAIRS","tBodyGyroJerkMag","mean()",-0.661969771960784
"1716",7,"WALKING_UPSTAIRS","tBodyGyroJerkMag","std()",-0.67642807254902
"1717",7,"WALKING_UPSTAIRS","tBodyGyroMag","mean()",-0.239099165627451
"1718",7,"WALKING_UPSTAIRS","tBodyGyroMag","std()",-0.418144852156863
"1719",7,"WALKING_UPSTAIRS","tGravityAcc","mean()",0.0580653020915033
"1720",7,"WALKING_UPSTAIRS","tGravityAcc","std()",-0.918091072810458
"1721",7,"WALKING_UPSTAIRS","tGravityAccMag","mean()",-0.198074437978431
"1722",7,"WALKING_UPSTAIRS","tGravityAccMag","std()",-0.33474460745098
"1723",8,"LAYING","fBodyAcc","mean()",-0.949874913888889
"1724",8,"LAYING","fBodyAcc","meanFreq()",-0.0364716812349383
"1725",8,"LAYING","fBodyAcc","std()",-0.934169517604938
"1726",8,"LAYING","fBodyAccJerk","mean()",-0.970366390061728
"1727",8,"LAYING","fBodyAccJerk","meanFreq()",0.0973019676018518
"1728",8,"LAYING","fBodyAccJerk","std()",-0.97461000537037
"1729",8,"LAYING","fBodyAccMag","mean()",-0.932279645518518
"1730",8,"LAYING","fBodyAccMag","meanFreq()",0.0484988463518519
"1731",8,"LAYING","fBodyAccMag","std()",-0.917257979425926
"1732",8,"LAYING","fBodyBodyAccJerkMag","mean()",-0.961792852407407
"1733",8,"LAYING","fBodyBodyAccJerkMag","meanFreq()",0.350822601333333
"1734",8,"LAYING","fBodyBodyAccJerkMag","std()",-0.963791094259259
"1735",8,"LAYING","fBodyBodyGyroJerkMag","mean()",-0.968403945925926
"1736",8,"LAYING","fBodyBodyGyroJerkMag","meanFreq()",0.219371246142593
"1737",8,"LAYING","fBodyBodyGyroJerkMag","std()",-0.971793279814815
"1738",8,"LAYING","fBodyBodyGyroMag","mean()",-0.944528950555556
"1739",8,"LAYING","fBodyBodyGyroMag","meanFreq()",-0.0620563752462963
"1740",8,"LAYING","fBodyBodyGyroMag","std()",-0.93678697
"1741",8,"LAYING","fBodyGyro","mean()",-0.96092542845679
"1742",8,"LAYING","fBodyGyro","meanFreq()",-0.0306342424303704
"1743",8,"LAYING","fBodyGyro","std()",-0.962944932716049
"1744",8,"LAYING","tBodyAcc","mean()",0.0459269146360494
"1745",8,"LAYING","tBodyAcc","std()",-0.936807943259259
"1746",8,"LAYING","tBodyAccJerk","mean()",0.0314135756795062
"1747",8,"LAYING","tBodyAccJerk","std()",-0.971953856296296
"1748",8,"LAYING","tBodyAccJerkMag","mean()",-0.97314748962963
"1749",8,"LAYING","tBodyAccJerkMag","std()",-0.962954517222222
"1750",8,"LAYING","tBodyAccMag","mean()",-0.935308633888889
"1751",8,"LAYING","tBodyAccMag","std()",-0.91325033
"1752",8,"LAYING","tBodyGyro","mean()",0.0181348351932099
"1753",8,"LAYING","tBodyGyro","std()",-0.961611052654321
"1754",8,"LAYING","tBodyGyroJerk","mean()",-0.0716102810932099
"1755",8,"LAYING","tBodyGyroJerk","std()",-0.977237244320988
"1756",8,"LAYING","tBodyGyroJerkMag","mean()",-0.978438191296296
"1757",8,"LAYING","tBodyGyroJerkMag","std()",-0.969029111666667
"1758",8,"LAYING","tBodyGyroMag","mean()",-0.924253348518518
"1759",8,"LAYING","tBodyGyroMag","std()",-0.932470764444444
"1760",8,"LAYING","tGravityAcc","mean()",0.301274645987654
"1761",8,"LAYING","tGravityAcc","std()",-0.939566497395062
"1762",8,"LAYING","tGravityAccMag","mean()",-0.935308633888889
"1763",8,"LAYING","tGravityAccMag","std()",-0.91325033
"1764",8,"SITTING","fBodyAcc","mean()",-0.961599634637681
"1765",8,"SITTING","fBodyAcc","meanFreq()",0.00104647441594203
"1766",8,"SITTING","fBodyAcc","std()",-0.945325515507246
"1767",8,"SITTING","fBodyAccJerk","mean()",-0.982731228768116
"1768",8,"SITTING","fBodyAccJerk","meanFreq()",0.0964606660434783
"1769",8,"SITTING","fBodyAccJerk","std()",-0.985379247826087
"1770",8,"SITTING","fBodyAccMag","mean()",-0.947981783478261
"1771",8,"SITTING","fBodyAccMag","meanFreq()",0.121543001092174
"1772",8,"SITTING","fBodyAccMag","std()",-0.93172124
"1773",8,"SITTING","fBodyBodyAccJerkMag","mean()",-0.980932292391304
"1774",8,"SITTING","fBodyBodyAccJerkMag","meanFreq()",0.306787560913043
"1775",8,"SITTING","fBodyBodyAccJerkMag","std()",-0.97932021173913
"1776",8,"SITTING","fBodyBodyGyroJerkMag","mean()",-0.987730604130435
"1777",8,"SITTING","fBodyBodyGyroJerkMag","meanFreq()",0.166638747782609
"1778",8,"SITTING","fBodyBodyGyroJerkMag","std()",-0.986147262608696
"1779",8,"SITTING","fBodyBodyGyroMag","mean()",-0.965806789347826
"1780",8,"SITTING","fBodyBodyGyroMag","meanFreq()",-0.141126202673913
"1781",8,"SITTING","fBodyBodyGyroMag","std()",-0.953251156521739
"1782",8,"SITTING","fBodyGyro","mean()",-0.97352962557971
"1783",8,"SITTING","fBodyGyro","meanFreq()",-0.062471849512029
"1784",8,"SITTING","fBodyGyro","std()",-0.972298662898551
"1785",8,"SITTING","tBodyAcc","mean()",0.0521016391971015
"1786",8,"SITTING","tBodyAcc","std()",-0.948637059876812
"1787",8,"SITTING","tBodyAccJerk","mean()",0.0204717736782029
"1788",8,"SITTING","tBodyAccJerk","std()",-0.983753055652174
"1789",8,"SITTING","tBodyAccJerkMag","mean()",-0.986061512173913
"1790",8,"SITTING","tBodyAccJerkMag","std()",-0.980667377391304
"1791",8,"SITTING","tBodyAccMag","mean()",-0.952139704347826
"1792",8,"SITTING","tBodyAccMag","std()",-0.929943615630435
"1793",8,"SITTING","tBodyGyro","mean()",-0.0262145804637681
"1794",8,"SITTING","tBodyGyro","std()",-0.971882766014493
"1795",8,"SITTING","tBodyGyroJerk","mean()",-0.0590518753768116
"1796",8,"SITTING","tBodyGyroJerk","std()",-0.989127443188406
"1797",8,"SITTING","tBodyGyroJerkMag","mean()",-0.991807428043478
"1798",8,"SITTING","tBodyGyroJerkMag","std()",-0.986756670869565
"1799",8,"SITTING","tBodyGyroMag","mean()",-0.93268224326087
"1800",8,"SITTING","tBodyGyroMag","std()",-0.953001632173913
"1801",8,"SITTING","tGravityAcc","mean()",0.445481393543478
"1802",8,"SITTING","tGravityAcc","std()",-0.946565200021739
"1803",8,"SITTING","tGravityAccMag","mean()",-0.952139704347826
"1804",8,"SITTING","tGravityAccMag","std()",-0.929943615630435
"1805",8,"STANDING","fBodyAcc","mean()",-0.962877299259259
"1806",8,"STANDING","fBodyAcc","meanFreq()",0.0738271043617284
"1807",8,"STANDING","fBodyAcc","std()",-0.948386812098765
"1808",8,"STANDING","fBodyAccJerk","mean()",-0.981561368950617
"1809",8,"STANDING","fBodyAccJerk","meanFreq()",0.0922532657666667
"1810",8,"STANDING","fBodyAccJerk","std()",-0.984487187098765
"1811",8,"STANDING","fBodyAccMag","mean()",-0.953746070740741
"1812",8,"STANDING","fBodyAccMag","meanFreq()",0.110646845581481
"1813",8,"STANDING","fBodyAccMag","std()",-0.938628186322222
"1814",8,"STANDING","fBodyBodyAccJerkMag","mean()",-0.979745872037037
"1815",8,"STANDING","fBodyBodyAccJerkMag","meanFreq()",0.308060633885185
"1816",8,"STANDING","fBodyBodyAccJerkMag","std()",-0.979135440925926
"1817",8,"STANDING","fBodyBodyGyroJerkMag","mean()",-0.983709233333333
"1818",8,"STANDING","fBodyBodyGyroJerkMag","meanFreq()",0.179173689962963
"1819",8,"STANDING","fBodyBodyGyroJerkMag","std()",-0.981832336296296
"1820",8,"STANDING","fBodyBodyGyroMag","mean()",-0.964564224074074
"1821",8,"STANDING","fBodyBodyGyroMag","meanFreq()",-0.108780315687387
"1822",8,"STANDING","fBodyBodyGyroMag","std()",-0.954119826296296
"1823",8,"STANDING","fBodyGyro","mean()",-0.97259506654321
"1824",8,"STANDING","fBodyGyro","meanFreq()",-0.10981153065
"1825",8,"STANDING","fBodyGyro","std()",-0.97274431654321
"1826",8,"STANDING","tBodyAcc","mean()",0.0528982275197531
"1827",8,"STANDING","tBodyAcc","std()",-0.951120034135802
"1828",8,"STANDING","tBodyAccJerk","mean()",0.0289149848232099
"1829",8,"STANDING","tBodyAccJerk","std()",-0.982750639938272
"1830",8,"STANDING","tBodyAccJerkMag","mean()",-0.984920797777778
"1831",8,"STANDING","tBodyAccJerkMag","std()",-0.979932239074074
"1832",8,"STANDING","tBodyAccMag","mean()",-0.953762884074074
"1833",8,"STANDING","tBodyAccMag","std()",-0.937187185222222
"1834",8,"STANDING","tBodyGyro","mean()",0.00456998193271605
"1835",8,"STANDING","tBodyGyro","std()",-0.972176582592593
"1836",8,"STANDING","tBodyGyroJerk","mean()",-0.0647083223308642
"1837",8,"STANDING","tBodyGyroJerk","std()",-0.985450917222222
"1838",8,"STANDING","tBodyGyroJerkMag","mean()",-0.987580587777778
"1839",8,"STANDING","tBodyGyroJerkMag","std()",-0.982460332222222
"1840",8,"STANDING","tBodyGyroMag","mean()",-0.952848496851852
"1841",8,"STANDING","tBodyGyroMag","std()",-0.95322478962963
"1842",8,"STANDING","tGravityAcc","mean()",0.256423456602716
"1843",8,"STANDING","tGravityAcc","std()",-0.954962748333333
"1844",8,"STANDING","tGravityAccMag","mean()",-0.953762884074074
"1845",8,"STANDING","tGravityAccMag","std()",-0.937187185222222
"1846",8,"WALKING","fBodyAcc","mean()",-0.0563470711111111
"1847",8,"WALKING","fBodyAcc","meanFreq()",-0.0884611875916667
"1848",8,"WALKING","fBodyAcc","std()",0.00600691014027778
"1849",8,"WALKING","fBodyAccJerk","mean()",-0.197692895294444
"1850",8,"WALKING","fBodyAccJerk","meanFreq()",-0.337553805272222
"1851",8,"WALKING","fBodyAccJerk","std()",-0.120015719416667
"1852",8,"WALKING","fBodyAccMag","mean()",-0.09521728274375
"1853",8,"WALKING","fBodyAccMag","meanFreq()",0.204080887916667
"1854",8,"WALKING","fBodyAccMag","std()",-0.360818978541667
"1855",8,"WALKING","fBodyBodyAccJerkMag","mean()",-0.123834409766667
"1856",8,"WALKING","fBodyBodyAccJerkMag","meanFreq()",0.176189876266667
"1857",8,"WALKING","fBodyBodyAccJerkMag","std()",-0.276436130125
"1858",8,"WALKING","fBodyBodyGyroJerkMag","mean()",-0.473026230833333
"1859",8,"WALKING","fBodyBodyGyroJerkMag","meanFreq()",0.294590006666667
"1860",8,"WALKING","fBodyBodyGyroJerkMag","std()",-0.581240190833333
"1861",8,"WALKING","fBodyBodyGyroMag","mean()",-0.301241848645833
"1862",8,"WALKING","fBodyBodyGyroMag","meanFreq()",0.0890005737952083
"1863",8,"WALKING","fBodyBodyGyroMag","std()",-0.327459577895833
"1864",8,"WALKING","fBodyGyro","mean()",-0.164898315206944
"1865",8,"WALKING","fBodyGyro","meanFreq()",-0.165904808995833
"1866",8,"WALKING","fBodyGyro","std()",-0.189343987402778
"1867",8,"WALKING","tBodyAcc","mean()",0.049590444211875
"1868",8,"WALKING","tBodyAcc","std()",0.0216959282979167
"1869",8,"WALKING","tBodyAccJerk","mean()",0.021208691686875
"1870",8,"WALKING","tBodyAccJerk","std()",-0.135967226611111
"1871",8,"WALKING","tBodyAccJerkMag","mean()",-0.0668322430433333
"1872",8,"WALKING","tBodyAccJerkMag","std()",-0.184571053979167
"1873",8,"WALKING","tBodyAccMag","mean()",0.0516786278104167
"1874",8,"WALKING","tBodyAccMag","std()",-0.1804072826
"1875",8,"WALKING","tBodyGyro","mean()",-0.00710572539
"1876",8,"WALKING","tBodyGyro","std()",-0.162217260059028
"1877",8,"WALKING","tBodyGyroJerk","mean()",-0.0732143061493056
"1878",8,"WALKING","tBodyGyroJerk","std()",-0.354195140770833
"1879",8,"WALKING","tBodyGyroJerkMag","mean()",-0.339129269583333
"1880",8,"WALKING","tBodyGyroJerkMag","std()",-0.502957255416667
"1881",8,"WALKING","tBodyGyroMag","mean()",-0.00310243820125
"1882",8,"WALKING","tBodyGyroMag","std()",-0.238746703958333
"1883",8,"WALKING","tGravityAcc","mean()",0.170072105457104
"1884",8,"WALKING","tGravityAcc","std()",-0.962724553541667
"1885",8,"WALKING","tGravityAccMag","mean()",0.0516786278104167
"1886",8,"WALKING","tGravityAccMag","std()",-0.1804072826
"1887",8,"WALKING_DOWNSTAIRS","fBodyAcc","mean()",0.228197578719298
"1888",8,"WALKING_DOWNSTAIRS","fBodyAcc","meanFreq()",0.0244920621315789
"1889",8,"WALKING_DOWNSTAIRS","fBodyAcc","std()",0.075876412018421
"1890",8,"WALKING_DOWNSTAIRS","fBodyAccJerk","mean()",0.164696926576316
"1891",8,"WALKING_DOWNSTAIRS","fBodyAccJerk","meanFreq()",-0.229680066985965
"1892",8,"WALKING_DOWNSTAIRS","fBodyAccJerk","std()",0.120645118385088
"1893",8,"WALKING_DOWNSTAIRS","fBodyAccMag","mean()",0.301626757315789
"1894",8,"WALKING_DOWNSTAIRS","fBodyAccMag","meanFreq()",0.229144569581579
"1895",8,"WALKING_DOWNSTAIRS","fBodyAccMag","std()",-0.156141093578947
"1896",8,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag","mean()",0.331528459921053
"1897",8,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag","meanFreq()",0.181422535965789
"1898",8,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag","std()",0.134734731236842
"1899",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag","mean()",-0.125179586744737
"1900",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag","meanFreq()",0.242843618736842
"1901",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag","std()",-0.26298447
"1902",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag","mean()",-0.00036272967368421
"1903",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag","meanFreq()",0.267675982868421
"1904",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag","std()",-0.255590314210526
"1905",8,"WALKING_DOWNSTAIRS","fBodyGyro","mean()",0.00436674676903509
"1906",8,"WALKING_DOWNSTAIRS","fBodyGyro","meanFreq()",-0.0368746456350877
"1907",8,"WALKING_DOWNSTAIRS","fBodyGyro","std()",-0.205708047042982
"1908",8,"WALKING_DOWNSTAIRS","tBodyAcc","mean()",0.0515933621061404
"1909",8,"WALKING_DOWNSTAIRS","tBodyAcc","std()",0.167227553326316
"1910",8,"WALKING_DOWNSTAIRS","tBodyAccJerk","mean()",0.0138276959859649
"1911",8,"WALKING_DOWNSTAIRS","tBodyAccJerk","std()",0.174923605470175
"1912",8,"WALKING_DOWNSTAIRS","tBodyAccJerkMag","mean()",0.262628490268421
"1913",8,"WALKING_DOWNSTAIRS","tBodyAccJerkMag","std()",0.2534082561
"1914",8,"WALKING_DOWNSTAIRS","tBodyAccMag","mean()",0.176599311818421
"1915",8,"WALKING_DOWNSTAIRS","tBodyAccMag","std()",0.131337867236842
"1916",8,"WALKING_DOWNSTAIRS","tBodyGyro","mean()",-0.0190405960518421
"1917",8,"WALKING_DOWNSTAIRS","tBodyGyro","std()",-0.12122766915614
"1918",8,"WALKING_DOWNSTAIRS","tBodyGyroJerk","mean()",-0.0584052159861404
"1919",8,"WALKING_DOWNSTAIRS","tBodyGyroJerk","std()",-0.175981663971053
"1920",8,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag","mean()",-0.126189142894737
"1921",8,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag","std()",-0.157484866842105
"1922",8,"WALKING_DOWNSTAIRS","tBodyGyroMag","mean()",0.0993429744078947
"1923",8,"WALKING_DOWNSTAIRS","tBodyGyroMag","std()",-0.0466291872078947
"1924",8,"WALKING_DOWNSTAIRS","tGravityAcc","mean()",0.194865106678772
"1925",8,"WALKING_DOWNSTAIRS","tGravityAcc","std()",-0.928179169561404
"1926",8,"WALKING_DOWNSTAIRS","tGravityAccMag","mean()",0.176599311818421
"1927",8,"WALKING_DOWNSTAIRS","tGravityAccMag","std()",0.131337867236842
"1928",8,"WALKING_UPSTAIRS","fBodyAcc","mean()",0.00802354679268293
"1929",8,"WALKING_UPSTAIRS","fBodyAcc","meanFreq()",-0.194074963386992
"1930",8,"WALKING_UPSTAIRS","fBodyAcc","std()",0.087960887802439
"1931",8,"WALKING_UPSTAIRS","fBodyAccJerk","mean()",-0.204242770629268
"1932",8,"WALKING_UPSTAIRS","fBodyAccJerk","meanFreq()",-0.276267503083089
"1933",8,"WALKING_UPSTAIRS","fBodyAccJerk","std()",-0.27522236040813
"1934",8,"WALKING_UPSTAIRS","fBodyAccMag","mean()",-0.13026451905122
"1935",8,"WALKING_UPSTAIRS","fBodyAccMag","meanFreq()",0.207071289558293
"1936",8,"WALKING_UPSTAIRS","fBodyAccMag","std()",-0.409282851707317
"1937",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag","mean()",-0.131850567460976
"1938",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag","meanFreq()",0.27454925895122
"1939",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag","std()",-0.379266499780488
"1940",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","mean()",-0.46327057804878
"1941",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","meanFreq()",0.251663318243902
"1942",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag","std()",-0.575733290731707
"1943",8,"WALKING_UPSTAIRS","fBodyBodyGyroMag","mean()",-0.229610952609756
"1944",8,"WALKING_UPSTAIRS","fBodyBodyGyroMag","meanFreq()",-0.128115003341463
"1945",8,"WALKING_UPSTAIRS","fBodyBodyGyroMag","std()",-0.183325647134146
"1946",8,"WALKING_UPSTAIRS","fBodyGyro","mean()",-0.062482906397561
"1947",8,"WALKING_UPSTAIRS","fBodyGyro","meanFreq()",-0.233894467071545
"1948",8,"WALKING_UPSTAIRS","fBodyGyro","std()",-0.064877651203252
"1949",8,"WALKING_UPSTAIRS","tBodyAcc","mean()",0.0385055061544715
"1950",8,"WALKING_UPSTAIRS","tBodyAcc","std()",0.0994146124422764
"1951",8,"WALKING_UPSTAIRS","tBodyAccJerk","mean()",0.0093479603700813
"1952",8,"WALKING_UPSTAIRS","tBodyAccJerk","std()",-0.215495728286179
"1953",8,"WALKING_UPSTAIRS","tBodyAccJerkMag","mean()",-0.141494613465854
"1954",8,"WALKING_UPSTAIRS","tBodyAccJerkMag","std()",-0.228296364146341
"1955",8,"WALKING_UPSTAIRS","tBodyAccMag","mean()",0.121026629195122
"1956",8,"WALKING_UPSTAIRS","tBodyAccMag","std()",-0.227200254219512
"1957",8,"WALKING_UPSTAIRS","tBodyGyro","mean()",-0.0279851609056911
"1958",8,"WALKING_UPSTAIRS","tBodyGyro","std()",-0.0321999919747967
"1959",8,"WALKING_UPSTAIRS","tBodyGyroJerk","mean()",-0.0789247631634146
"1960",8,"WALKING_UPSTAIRS","tBodyGyroJerk","std()",-0.420037674715447
"1961",8,"WALKING_UPSTAIRS","tBodyGyroJerkMag","mean()",-0.400664014146341
"1962",8,"WALKING_UPSTAIRS","tBodyGyroJerkMag","std()",-0.493975031707317
"1963",8,"WALKING_UPSTAIRS","tBodyGyroMag","mean()",0.166447991
"1964",8,"WALKING_UPSTAIRS","tBodyGyroMag","std()",-0.109327923829268
"1965",8,"WALKING_UPSTAIRS","tGravityAcc","mean()",0.125573422147154
"1966",8,"WALKING_UPSTAIRS","tGravityAcc","std()",-0.911291428943089
"1967",8,"WALKING_UPSTAIRS","tGravityAccMag","mean()",0.121026629195122
"1968",8,"WALKING_UPSTAIRS","tGravityAccMag","std()",-0.227200254219512
"1969",9,"LAYING","fBodyAcc","mean()",-0.942383697666667
"1970",9,"LAYING","fBodyAcc","meanFreq()",-0.1610640830656
"1971",9,"LAYING","fBodyAcc","std()",-0.9319296472
"1972",9,"LAYING","fBodyAccJerk","mean()",-0.961432028733333
"1973",9,"LAYING","fBodyAccJerk","meanFreq()",-0.135499655736667
"1974",9,"LAYING","fBodyAccJerk","std()",-0.964983385933333
"1975",9,"LAYING","fBodyAccMag","mean()",-0.9266042952
"1976",9,"LAYING","fBodyAccMag","meanFreq()",-0.085609052452
"1977",9,"LAYING","fBodyAccMag","std()",-0.921929738394
"1978",9,"LAYING","fBodyBodyAccJerkMag","mean()",-0.9543205856
"1979",9,"LAYING","fBodyBodyAccJerkMag","meanFreq()",0.1670029826292
"1980",9,"LAYING","fBodyBodyAccJerkMag","std()",-0.9550947122
"1981",9,"LAYING","fBodyBodyGyroJerkMag","mean()",-0.9558062546
"1982",9,"LAYING","fBodyBodyGyroJerkMag","meanFreq()",-0.016201378678
"1983",9,"LAYING","fBodyBodyGyroJerkMag","std()",-0.9522904702
"1984",9,"LAYING","fBodyBodyGyroMag","mean()",-0.9186053356
"1985",9,"LAYING","fBodyBodyGyroMag","meanFreq()",-0.20634356866
"1986",9,"LAYING","fBodyBodyGyroMag","std()",-0.9034005814
"1987",9,"LAYING","fBodyGyro","mean()",-0.941564196533333
"1988",9,"LAYING","fBodyGyro","meanFreq()",-0.20234385025904
"1989",9,"LAYING","fBodyGyro","std()",-0.945069133
"1990",9,"LAYING","tBodyAcc","mean()",0.0437063312326667
"1991",9,"LAYING","tBodyAcc","std()",-0.9331110506
"1992",9,"LAYING","tBodyAccJerk","mean()",0.0308605008332
"1993",9,"LAYING","tBodyAccJerk","std()",-0.962433201666667
"1994",9,"LAYING","tBodyAccJerkMag","mean()",-0.9633745492
"1995",9,"LAYING","tBodyAccJerkMag","std()",-0.9550268052
"1996",9,"LAYING","tBodyAccMag","mean()",-0.9308684376
"1997",9,"LAYING","tBodyAccMag","std()",-0.91512680016
"1998",9,"LAYING","tBodyGyro","mean()",-0.0237533150986667
"1999",9,"LAYING","tBodyGyro","std()",-0.943486803866667
"2000",9,"LAYING","tBodyGyroJerk","mean()",-0.0627826614226667
"2001",9,"LAYING","tBodyGyroJerk","std()",-0.9615251458
"2002",9,"LAYING","tBodyGyroJerkMag","mean()",-0.964524819
"2003",9,"LAYING","tBodyGyroJerkMag","std()",-0.9528015598
"2004",9,"LAYING","tBodyGyroMag","mean()",-0.9071250998
"2005",9,"LAYING","tBodyGyroMag","std()",-0.8985578738
"2006",9,"LAYING","tGravityAcc","mean()",0.0861553368666667
"2007",9,"LAYING","tGravityAcc","std()",-0.954340080333333
"2008",9,"LAYING","tGravityAccMag","mean()",-0.9308684376
"2009",9,"LAYING","tGravityAccMag","std()",-0.91512680016
"2010",9,"SITTING","fBodyAcc","mean()",-0.9210993856
"2011",9,"SITTING","fBodyAcc","meanFreq()",-0.120408703695533
"2012",9,"SITTING","fBodyAcc","std()",-0.880839633761333
"2013",9,"SITTING","fBodyAccJerk","mean()",-0.960376868466667
"2014",9,"SITTING","fBodyAccJerk","meanFreq()",-0.173056199998667
"2015",9,"SITTING","fBodyAccJerk","std()",-0.963374910666667
"2016",9,"SITTING","fBodyAccMag","mean()",-0.8977181972
"2017",9,"SITTING","fBodyAccMag","meanFreq()",-0.08061344386
"2018",9,"SITTING","fBodyAccMag","std()",-0.8691725114
"2019",9,"SITTING","fBodyBodyAccJerkMag","mean()",-0.9530504408
"2020",9,"SITTING","fBodyBodyAccJerkMag","meanFreq()",0.0974700202614
"2021",9,"SITTING","fBodyBodyAccJerkMag","std()",-0.9493949814
"2022",9,"SITTING","fBodyBodyGyroJerkMag","mean()",-0.9683155878
"2023",9,"SITTING","fBodyBodyGyroJerkMag","meanFreq()",0.031534866288
"2024",9,"SITTING","fBodyBodyGyroJerkMag","std()",-0.9659970148
"2025",9,"SITTING","fBodyBodyGyroMag","mean()",-0.9344377378
"2026",9,"SITTING","fBodyBodyGyroMag","meanFreq()",-0.19597005159
"2027",9,"SITTING","fBodyBodyGyroMag","std()",-0.9064712292
"2028",9,"SITTING","fBodyGyro","mean()",-0.943440185933333
"2029",9,"SITTING","fBodyGyro","meanFreq()",-0.220375283106667
"2030",9,"SITTING","fBodyGyro","std()",-0.935535618533333
"2031",9,"SITTING","tBodyAcc","mean()",0.0486438325666667
"2032",9,"SITTING","tBodyAcc","std()",-0.888123689693333
"2033",9,"SITTING","tBodyAccJerk","mean()",0.0260492436616667
"2034",9,"SITTING","tBodyAccJerk","std()",-0.961067612933333
"2035",9,"SITTING","tBodyAccJerkMag","mean()",-0.964383757
"2036",9,"SITTING","tBodyAccJerkMag","std()",-0.9517802432
"2037",9,"SITTING","tBodyAccMag","mean()",-0.8933617176
"2038",9,"SITTING","tBodyAccMag","std()",-0.8637564342
"2039",9,"SITTING","tBodyGyro","mean()",-0.0009880221024
"2040",9,"SITTING","tBodyGyro","std()",-0.9361283698
"2041",9,"SITTING","tBodyGyroJerk","mean()",-0.064191914022
"2042",9,"SITTING","tBodyGyroJerk","std()",-0.968399561266667
"2043",9,"SITTING","tBodyGyroJerkMag","mean()",-0.9733641366
"2044",9,"SITTING","tBodyGyroJerkMag","std()",-0.9663610734
"2045",9,"SITTING","tBodyGyroMag","mean()",-0.9032355368
"2046",9,"SITTING","tBodyGyroMag","std()",-0.9066063206
"2047",9,"SITTING","tGravityAcc","mean()",0.320053928950067
"2048",9,"SITTING","tGravityAcc","std()",-0.929195496206667
"2049",9,"SITTING","tGravityAccMag","mean()",-0.8933617176
"2050",9,"SITTING","tGravityAccMag","std()",-0.8637564342
"2051",9,"STANDING","fBodyAcc","mean()",-0.952732999333333
"2052",9,"STANDING","fBodyAcc","meanFreq()",-0.0364444916140741
"2053",9,"STANDING","fBodyAcc","std()",-0.943422032518519
"2054",9,"STANDING","fBodyAccJerk","mean()",-0.967022422666667
"2055",9,"STANDING","fBodyAccJerk","meanFreq()",-0.0832538362518519
"2056",9,"STANDING","fBodyAccJerk","std()",-0.970700717185185
"2057",9,"STANDING","fBodyAccMag","mean()",-0.946330171777778
