"subject" "activity" "feature" "measurement" "mean_value"
4 "WALKING" "fBodyGyro" "meanFreq()" -0.0839893962322222
4 "WALKING" "fBodyGyro" "std()" -0.637921001444444
4 "WALKING" "tBodyAcc" "mean()" 0.0507796675941667
4 "WALKING" "tBodyAcc" "std()" -0.368636504978333
4 "WALKING" "tBodyAccJerk" "mean()" 0.0268470843888889
4 "WALKING" "tBodyAccJerk" "std()" -0.423199708871667
4 "WALKING" "tBodyAccJerkMag" "mean()" -0.366700879833333
4 "WALKING" "tBodyAccJerkMag" "std()" -0.316918956
4 "WALKING" "tBodyAccMag" "mean()" -0.312050574166667
4 "WALKING" "tBodyAccMag" "std()" -0.527679103166667
4 "WALKING" "tBodyGyro" "mean()" -0.00797368917205556
4 "WALKING" "tBodyGyro" "std()" -0.609639659277778
4 "WALKING" "tBodyGyroJerk" "mean()" -0.069928563555
4 "WALKING" "tBodyGyroJerk" "std()" -0.646738378888889
4 "WALKING" "tBodyGyroJerkMag" "mean()" -0.6813040365
4 "WALKING" "tBodyGyroJerkMag" "std()" -0.7301463685
4 "WALKING" "tBodyGyroMag" "mean()" -0.49779220106
4 "WALKING" "tBodyGyroMag" "std()" -0.553116111166667
4 "WALKING" "tGravityAcc" "mean()" 0.335303260977778
4 "WALKING" "tGravityAcc" "std()" -0.971585942611111
4 "WALKING" "tGravityAccMag" "mean()" -0.312050574166667
4 "WALKING" "tGravityAccMag" "std()" -0.527679103166667
4 "WALKING_DOWNSTAIRS" "fBodyAcc" "mean()" -0.23217643957037
4 "WALKING_DOWNSTAIRS" "fBodyAcc" "meanFreq()" -0.0269554614729037
4 "WALKING_DOWNSTAIRS" "fBodyAcc" "std()" -0.265405264859259
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean()" -0.30616396926963
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "meanFreq()" -0.176703540742963
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "std()" -0.35143983036
4 "WALKING_DOWNSTAIRS" "fBodyAccMag" "mean()" -0.01907433524
4 "WALKING_DOWNSTAIRS" "fBodyAccMag" "meanFreq()" 0.101078170917778
4 "WALKING_DOWNSTAIRS" "fBodyAccMag" "std()" -0.263644030288889
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "mean()" -0.175295286557778
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "meanFreq()" 0.0926236938266667
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "std()" -0.280426776955556
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean()" -0.621752455777778
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "meanFreq()" 0.144436925733333
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "std()" -0.685470931777778
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean()" -0.429213369555556
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "meanFreq()" 0.0600292045888889
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "std()" -0.457674088
4 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean()" -0.425383738300741
4 "WALKING_DOWNSTAIRS" "fBodyGyro" "meanFreq()" 0.0214810295725926
4 "WALKING_DOWNSTAIRS" "fBodyGyro" "std()" -0.576031946540741
4 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean()" 0.0544619321496296
4 "WALKING_DOWNSTAIRS" "tBodyAcc" "std()" -0.22886358415963
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean()" 0.0318442331244444
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "std()" -0.306216330143778
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" "mean()" -0.228851413747333
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" "std()" -0.216858921977778
4 "WALKING_DOWNSTAIRS" "tBodyAccMag" "mean()" -0.0491616726733333
4 "WALKING_DOWNSTAIRS" "tBodyAccMag" "std()" -0.0819559041111111
4 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean()" -0.0379924894288889
4 "WALKING_DOWNSTAIRS" "tBodyGyro" "std()" -0.522726344281481
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" "mean()" -0.0587518027933333
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" "std()" -0.512877936125926
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean()" -0.592843014888889
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "std()" -0.637079543555556
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean()" -0.3466062928
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "std()" -0.3805726254
4 "WALKING_DOWNSTAIRS" "tGravityAcc" "mean()" 0.344787130086667
4 "WALKING_DOWNSTAIRS" "tGravityAcc" "std()" -0.94169290562963
4 "WALKING_DOWNSTAIRS" "tGravityAccMag" "mean()" -0.0491616726733333
4 "WALKING_DOWNSTAIRS" "tGravityAccMag" "std()" -0.0819559041111111
4 "WALKING_UPSTAIRS" "fBodyAcc" "mean()" -0.31208438485
4 "WALKING_UPSTAIRS" "fBodyAcc" "meanFreq()" -0.261194434572692
4 "WALKING_UPSTAIRS" "fBodyAcc" "std()" -0.206587160915705
4 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean()" -0.468738922927308
4 "WALKING_UPSTAIRS" "fBodyAccJerk" "meanFreq()" -0.364001611564103
4 "WALKING_UPSTAIRS" "fBodyAccJerk" "std()" -0.491353263532051
4 "WALKING_UPSTAIRS" "fBodyAccMag" "mean()" -0.276825498230769
4 "WALKING_UPSTAIRS" "fBodyAccMag" "meanFreq()" -0.108017171661154
4 "WALKING_UPSTAIRS" "fBodyAccMag" "std()" -0.301005898461538
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "mean()" -0.397406285
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "meanFreq()" 0.0497462736942308
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "std()" -0.497324087307692
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean()" -0.740749226346154
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "meanFreq()" 0.179517012258654
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "std()" -0.794209483076923
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean()" -0.575794072115385
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "meanFreq()" -0.150274479246154
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "std()" -0.552489628846154
4 "WALKING_UPSTAIRS" "fBodyGyro" "mean()" -0.468714977051282
4 "WALKING_UPSTAIRS" "fBodyGyro" "meanFreq()" -0.275911637705128
4 "WALKING_UPSTAIRS" "fBodyGyro" "std()" -0.465968828333333
4 "WALKING_UPSTAIRS" "tBodyAcc" "mean()" 0.041558937212859
4 "WALKING_UPSTAIRS" "tBodyAcc" "std()" -0.21458691037141
4 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean()" 0.0276339662153846
4 "WALKING_UPSTAIRS" "tBodyAccJerk" "std()" -0.462842171519231
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "mean()" -0.400922254807692
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "std()" -0.437261477884615
4 "WALKING_UPSTAIRS" "tBodyAccMag" "mean()" -0.153703935357692
4 "WALKING_UPSTAIRS" "tBodyAccMag" "std()" -0.212012300480769
4 "WALKING_UPSTAIRS" "tBodyGyro" "mean()" 0.012603578624359
4 "WALKING_UPSTAIRS" "tBodyGyro" "std()" -0.455475886794872
4 "WALKING_UPSTAIRS" "tBodyGyroJerk" "mean()" -0.0809241934224359
4 "WALKING_UPSTAIRS" "tBodyGyroJerk" "std()" -0.643542047115385
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean()" -0.686978374423077
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "std()" -0.755270457692308
4 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean()" -0.299779407884615
4 "WALKING_UPSTAIRS" "tBodyGyroMag" "std()" -0.510974134423077
4 "WALKING_UPSTAIRS" "tGravityAcc" "mean()" 0.265829182698718
4 "WALKING_UPSTAIRS" "tGravityAcc" "std()" -0.933830235961538
4 "WALKING_UPSTAIRS" "tGravityAccMag" "mean()" -0.153703935357692
4 "WALKING_UPSTAIRS" "tGravityAccMag" "std()" -0.212012300480769
5 "LAYING" "fBodyAcc" "mean()" -0.970389641346154
5 "LAYING" "fBodyAcc" "meanFreq()" 0.154402216332051
5 "LAYING" "fBodyAcc" "std()" -0.967915090512821
5 "LAYING" "fBodyAccJerk" "mean()" -0.977089510897436
5 "LAYING" "fBodyAccJerk" "meanFreq()" 0.175762124158974
5 "LAYING" "fBodyAccJerk" "std()" -0.979334483141026
5 "LAYING" "fBodyAccMag" "mean()" -0.962234984038462
5 "LAYING" "fBodyAccMag" "meanFreq()" 0.292032094967308
5 "LAYING" "fBodyAccMag" "std()" -0.962525369423077
5 "LAYING" "fBodyBodyAccJerkMag" "mean()" -0.977356379807692
5 "LAYING" "fBodyBodyAccJerkMag" "meanFreq()" 0.197005001461538
5 "LAYING" "fBodyBodyAccJerkMag" "std()" -0.976381934807692
5 "LAYING" "fBodyBodyGyroJerkMag" "mean()" -0.984618025769231
5 "LAYING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0247367106615385
5 "LAYING" "fBodyBodyGyroJerkMag" "std()" -0.983434493076923
5 "LAYING" "fBodyBodyGyroMag" "mean()" -0.968257068846154
5 "LAYING" "fBodyBodyGyroMag" "meanFreq()" 0.102441765923077
5 "LAYING" "fBodyBodyGyroMag" "std()" -0.959263063269231
5 "LAYING" "fBodyGyro" "mean()" -0.972416695320513
5 "LAYING" "fBodyGyro" "meanFreq()" 0.0289204300464744
5 "LAYING" "fBodyGyro" "std()" -0.973756436282051
5 "LAYING" "tBodyAcc" "mean()" 0.0506975031923077
5 "LAYING" "tBodyAcc" "std()" -0.96793087974359
5 "LAYING" "tBodyAccJerk" "mean()" 0.0297501397075641
5 "LAYING" "tBodyAccJerk" "std()" -0.977762553846154
5 "LAYING" "tBodyAccJerkMag" "mean()" -0.980141253846154
5 "LAYING" "tBodyAccJerkMag" "std()" -0.977477145384615
5 "LAYING" "tBodyAccMag" "mean()" -0.966777882884615
5 "LAYING" "tBodyAccMag" "std()" -0.958612786346154
5 "LAYING" "tBodyGyro" "mean()" 0.0193766353255769
5 "LAYING" "tBodyGyro" "std()" -0.972503284679487
5 "LAYING" "tBodyGyroJerk" "mean()" -0.0711299287596154
5 "LAYING" "tBodyGyroJerk" "std()" -0.985620443076923
5 "LAYING" "tBodyGyroJerkMag" "mean()" -0.9864194225
5 "LAYING" "tBodyGyroJerkMag" "std()" -0.98377138
5 "LAYING" "tBodyGyroMag" "mean()" -0.946938300576923
5 "LAYING" "tBodyGyroMag" "std()" -0.958287921923077
5 "LAYING" "tGravityAcc" "mean()" 0.245021480128205
5 "LAYING" "tGravityAcc" "std()" -0.969578678333333
5 "LAYING" "tGravityAccMag" "mean()" -0.966777882884615
5 "LAYING" "tGravityAccMag" "std()" -0.958612786346154
5 "SITTING" "fBodyAcc" "mean()" -0.948316588181818
5 "SITTING" "fBodyAcc" "meanFreq()" 0.0292807113045455
5 "SITTING" "fBodyAcc" "std()" -0.9355752942
5 "SITTING" "fBodyAccJerk" "mean()" -0.966587923863636
5 "SITTING" "fBodyAccJerk" "meanFreq()" -0.0402073974727273
5 "SITTING" "fBodyAccJerk" "std()" -0.969005773106061
5 "SITTING" "fBodyAccMag" "mean()" -0.936290604545455
5 "SITTING" "fBodyAccMag" "meanFreq()" 0.0586075165227273
5 "SITTING" "fBodyAccMag" "std()" -0.925669291136364
5 "SITTING" "fBodyBodyAccJerkMag" "mean()" -0.964440302272727
5 "SITTING" "fBodyBodyAccJerkMag" "meanFreq()" 0.245936717454545
5 "SITTING" "fBodyBodyAccJerkMag" "std()" -0.966545323409091
5 "SITTING" "fBodyBodyGyroJerkMag" "mean()" -0.971598370227273
5 "SITTING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.08129013264
5 "SITTING" "fBodyBodyGyroJerkMag" "std()" -0.970675403409091
5 "SITTING" "fBodyBodyGyroMag" "mean()" -0.944760322045455
5 "SITTING" "fBodyBodyGyroMag" "meanFreq()" -0.00578350086590909
5 "SITTING" "fBodyBodyGyroMag" "std()" -0.934746865454545
5 "SITTING" "fBodyGyro" "mean()" -0.950193679015152
5 "SITTING" "fBodyGyro" "meanFreq()" 0.0116228027878788
5 "SITTING" "fBodyGyro" "std()" -0.954769439166667
5 "SITTING" "tBodyAcc" "mean()" 0.0517510013363636
5 "SITTING" "tBodyAcc" "std()" -0.937124961098485
5 "SITTING" "tBodyAccJerk" "mean()" 0.0251853678592727
5 "SITTING" "tBodyAccJerk" "std()" -0.967142546969697
5 "SITTING" "tBodyAccJerkMag" "mean()" -0.969320155681818
5 "SITTING" "tBodyAccJerkMag" "std()" -0.965757731590909
5 "SITTING" "tBodyAccMag" "mean()" -0.9379783225
5 "SITTING" "tBodyAccMag" "std()" -0.920939027727273
5 "SITTING" "tBodyGyro" "mean()" -0.0144634945916667
5 "SITTING" "tBodyGyro" "std()" -0.952309163409091
5 "SITTING" "tBodyGyroJerk" "mean()" -0.0610721793878788
5 "SITTING" "tBodyGyroJerk" "std()" -0.968783145378788
5 "SITTING" "tBodyGyroJerkMag" "mean()" -0.973848287045455
5 "SITTING" "tBodyGyroJerkMag" "std()" -0.970392610454546
5 "SITTING" "tBodyGyroMag" "mean()" -0.934301646590909
5 "SITTING" "tBodyGyroMag" "std()" -0.931414810454545
5 "SITTING" "tGravityAcc" "mean()" 0.397394608491667
5 "SITTING" "tGravityAcc" "std()" -0.956029840310606
5 "SITTING" "tGravityAccMag" "mean()" -0.9379783225
5 "SITTING" "tGravityAccMag" "std()" -0.920939027727273
5 "STANDING" "fBodyAcc" "mean()" -0.923460358988095
5 "STANDING" "fBodyAcc" "meanFreq()" -0.0178794441446429
5 "STANDING" "fBodyAcc" "std()" -0.898944324875
5 "STANDING" "fBodyAccJerk" "mean()" -0.950956056845238
5 "STANDING" "fBodyAccJerk" "meanFreq()" -0.00886080936232143
5 "STANDING" "fBodyAccJerk" "std()" -0.956684607559524
5 "STANDING" "fBodyAccMag" "mean()" -0.9046413925
5 "STANDING" "fBodyAccMag" "meanFreq()" -0.0169422323298214
5 "STANDING" "fBodyAccMag" "std()" -0.886745170714286
5 "STANDING" "fBodyBodyAccJerkMag" "mean()" -0.941825903035714
5 "STANDING" "fBodyBodyAccJerkMag" "meanFreq()" 0.140971600726786
5 "STANDING" "fBodyBodyAccJerkMag" "std()" -0.943601960178571
5 "STANDING" "fBodyBodyGyroJerkMag" "mean()" -0.952286438035714
5 "STANDING" "fBodyBodyGyroJerkMag" "meanFreq()" -0.0393135966410714
5 "STANDING" "fBodyBodyGyroJerkMag" "std()" -0.946196462857143
5 "STANDING" "fBodyBodyGyroMag" "mean()" -0.904543921607143
5 "STANDING" "fBodyBodyGyroMag" "meanFreq()" -0.157768871232143
5 "STANDING" "fBodyBodyGyroMag" "std()" -0.868913993928571
5 "STANDING" "fBodyGyro" "mean()" -0.918742054464286
5 "STANDING" "fBodyGyro" "meanFreq()" -0.150241233906548
5 "STANDING" "fBodyGyro" "std()" -0.920476027797619
5 "STANDING" "tBodyAcc" "mean()" 0.0577897032170833
5 "STANDING" "tBodyAcc" "std()" -0.902453016964286
5 "STANDING" "tBodyAccJerk" "mean()" 0.019339287236369
5 "STANDING" "tBodyAccJerk" "std()" -0.952565446607143
5 "STANDING" "tBodyAccJerkMag" "mean()" -0.956863566071429
5 "STANDING" "tBodyAccJerkMag" "std()" -0.942962047678571
5 "STANDING" "tBodyAccMag" "mean()" -0.906104701071429
5 "STANDING" "tBodyAccMag" "std()" -0.87977380125
5 "STANDING" "tBodyGyro" "mean()" -0.00472137295755952
5 "STANDING" "tBodyGyro" "std()" -0.917201627380952
5 "STANDING" "tBodyGyroJerk" "mean()" -0.0581193131160714
5 "STANDING" "tBodyGyroJerk" "std()" -0.949287709583333
5 "STANDING" "tBodyGyroJerkMag" "mean()" -0.958405900892857
5 "STANDING" "tBodyGyroJerkMag" "std()" -0.947970723571429
5 "STANDING" "tBodyGyroMag" "mean()" -0.900671630714286
5 "STANDING" "tBodyGyroMag" "std()" -0.867041711785714
5 "STANDING" "tGravityAcc" "mean()" 0.353372336354762
5 "STANDING" "tGravityAcc" "std()" -0.940223548392857
5 "STANDING" "tGravityAccMag" "mean()" -0.906104701071429
5 "STANDING" "tGravityAccMag" "std()" -0.87977380125
5 "WALKING" "fBodyAcc" "mean()" -0.256191106857738
5 "WALKING" "fBodyAcc" "meanFreq()" -0.0998945163488095
5 "WALKING" "fBodyAcc" "std()" -0.245991543144643
5 "WALKING" "fBodyAccJerk" "mean()" -0.372168992056786
5 "WALKING" "fBodyAccJerk" "meanFreq()" -0.412524441619048
5 "WALKING" "fBodyAccJerk" "std()" -0.336447225207738
5 "WALKING" "fBodyAccMag" "mean()" -0.304992488892857
5 "WALKING" "fBodyAccMag" "meanFreq()" 0.149852522225
5 "WALKING" "fBodyAccMag" "std()" -0.519636926071429
5 "WALKING" "fBodyBodyAccJerkMag" "mean()" -0.269481661080357
5 "WALKING" "fBodyBodyAccJerkMag" "meanFreq()" -0.00497287788214286
5 "WALKING" "fBodyBodyAccJerkMag" "std()" -0.305685376071429
5 "WALKING" "fBodyBodyGyroJerkMag" "mean()" -0.548053574821429
5 "WALKING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0527330125375
5 "WALKING" "fBodyBodyGyroJerkMag" "std()" -0.455665300892857
5 "WALKING" "fBodyBodyGyroMag" "mean()" -0.484262828928571
5 "WALKING" "fBodyBodyGyroMag" "meanFreq()" 0.250620609769643
5 "WALKING" "fBodyBodyGyroMag" "std()" -0.589741506785714
5 "WALKING" "fBodyGyro" "mean()" -0.366582499690476
5 "WALKING" "fBodyGyro" "meanFreq()" 0.0341372043928571
5 "WALKING" "fBodyGyro" "std()" -0.484147748630952
5 "WALKING" "tBodyAcc" "mean()" 0.0509385126791488
5 "WALKING" "tBodyAcc" "std()" -0.224790522558929
5 "WALKING" "tBodyAccJerk" "mean()" 0.0227842297230357
5 "WALKING" "tBodyAccJerk" "std()" -0.335608695352381
5 "WALKING" "tBodyAccJerkMag" "mean()" -0.288333024071429
5 "WALKING" "tBodyAccJerkMag" "std()" -0.282242276785714
5 "WALKING" "tBodyAccMag" "mean()" -0.158338674394643
5 "WALKING" "tBodyAccMag" "std()" -0.377178733392857
5 "WALKING" "tBodyGyro" "mean()" -0.0121206550127381
5 "WALKING" "tBodyGyro" "std()" -0.438066714285714
5 "WALKING" "tBodyGyroJerk" "mean()" -0.0606882494130952
5 "WALKING" "tBodyGyroJerk" "std()" -0.362267357006548
5 "WALKING" "tBodyGyroJerkMag" "mean()" -0.444532485357143
5 "WALKING" "tBodyGyroJerkMag" "std()" -0.48919974625
5 "WALKING" "tBodyGyroMag" "mean()" -0.355933083571429
5 "WALKING" "tBodyGyroMag" "std()" -0.492176823571429
5 "WALKING" "tGravityAcc" "mean()" 0.291553636933929
5 "WALKING" "tGravityAcc" "std()" -0.968504886726191
5 "WALKING" "tGravityAccMag" "mean()" -0.158338674394643
5 "WALKING" "tGravityAccMag" "std()" -0.377178733392857
5 "WALKING_DOWNSTAIRS" "fBodyAcc" "mean()" -0.0656933370496454
5 "WALKING_DOWNSTAIRS" "fBodyAcc" "meanFreq()" -0.140510155123546
5 "WALKING_DOWNSTAIRS" "fBodyAcc" "std()" 0.00332795406312057
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean()" -0.195194819013475
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "meanFreq()" -0.375143239907801
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "std()" -0.149983377475745
5 "WALKING_DOWNSTAIRS" "fBodyAccMag" "mean()" 0.155742168808511
5 "WALKING_DOWNSTAIRS" "fBodyAccMag" "meanFreq()" -0.0137055065085106
5 "WALKING_DOWNSTAIRS" "fBodyAccMag" "std()" 0.0428533623276596
5 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "mean()" 0.00918394264170213
5 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "meanFreq()" 0.110968064831915
5 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "std()" -0.089735699787234
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean()" -0.453697247021277
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0723815085255319
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "std()" -0.487128422553191
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean()" -0.349338414731915
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "meanFreq()" 0.204633757510638
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "std()" -0.484141274255319
5 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean()" -0.237334401482766
5 "WALKING_DOWNSTAIRS" "fBodyGyro" "meanFreq()" 0.0649968401914184
5 "WALKING_DOWNSTAIRS" "fBodyGyro" "std()" -0.440399634468085
5 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean()" 0.0615743070453901
5 "WALKING_DOWNSTAIRS" "tBodyAcc" "std()" 0.0133059170843972
5 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean()" 0.0482507300950355
5 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "std()" -0.147682952079433
5 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" "mean()" -0.0637528559361702
5 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" "std()" -0.0292570509829787
5 "WALKING_DOWNSTAIRS" "tBodyAccMag" "mean()" 0.211138853638298
5 "WALKING_DOWNSTAIRS" "tBodyAccMag" "std()" 0.205422375957447
5 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean()" -0.0194730569425532
5 "WALKING_DOWNSTAIRS" "tBodyGyro" "std()" -0.365883345468085
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" "mean()" -0.0736481202216312
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" "std()" -0.320105150461702
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean()" -0.39719562106383
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "std()" -0.450303212340426
5 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean()" -0.218029835319149
5 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "std()" -0.360678305253192
5 "WALKING_DOWNSTAIRS" "tGravityAcc" "mean()" 0.305856437248632
5 "WALKING_DOWNSTAIRS" "tGravityAcc" "std()" -0.930015697446809
5 "WALKING_DOWNSTAIRS" "tGravityAccMag" "mean()" 0.211138853638298
5 "WALKING_DOWNSTAIRS" "tGravityAccMag" "std()" 0.205422375957447
5 "WALKING_UPSTAIRS" "fBodyAcc" "mean()" -0.182021900326241
5 "WALKING_UPSTAIRS" "fBodyAcc" "meanFreq()" -0.228486025755319
5 "WALKING_UPSTAIRS" "fBodyAcc" "std()" -0.042985741529078
5 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean()" -0.364420285326241
5 "WALKING_UPSTAIRS" "fBodyAccJerk" "meanFreq()" -0.438161957921986
5 "WALKING_UPSTAIRS" "fBodyAccJerk" "std()" -0.333154902339007
5 "WALKING_UPSTAIRS" "fBodyAccMag" "mean()" -0.169261525
5 "WALKING_UPSTAIRS" "fBodyAccMag" "meanFreq()" -0.020494853812766
5 "WALKING_UPSTAIRS" "fBodyAccMag" "std()" -0.254091927148936
5 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "mean()" -0.264674938957447
5 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "meanFreq()" 0.124513300170213
5 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "std()" -0.378616675957447
5 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean()" -0.571344138723404
5 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "meanFreq()" 0.00578631120914894
5 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "std()" -0.572485019787234
5 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean()" -0.392564530851064
5 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "meanFreq()" -0.0234001987774468
5 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "std()" -0.440445051914894
5 "WALKING_UPSTAIRS" "fBodyGyro" "mean()" -0.306675178766667
5 "WALKING_UPSTAIRS" "fBodyGyro" "meanFreq()" -0.0462769612971631
5 "WALKING_UPSTAIRS" "fBodyGyro" "std()" -0.428516660070922
5 "WALKING_UPSTAIRS" "tBodyAcc" "mean()" 0.0428203468282269
5 "WALKING_UPSTAIRS" "tBodyAcc" "std()" -0.0565467657652482
5 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean()" 0.0226554771369504
5 "WALKING_UPSTAIRS" "tBodyAccJerk" "std()" -0.329097403070922
5 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "mean()" -0.247403476914894
5 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "std()" -0.310186545957447
5 "WALKING_UPSTAIRS" "tBodyAccMag" "mean()" 0.0435562021989362
5 "WALKING_UPSTAIRS" "tBodyAccMag" "std()" -0.136736383765957
5 "WALKING_UPSTAIRS" "tBodyGyro" "mean()" -0.0117440525680851
5 "WALKING_UPSTAIRS" "tBodyGyro" "std()" -0.383046473950355
5 "WALKING_UPSTAIRS" "tBodyGyroJerk" "mean()" -0.0841696014003546
5 "WALKING_UPSTAIRS" "tBodyGyroJerk" "std()" -0.406407209758865
5 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean()" -0.47348816787234
5 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "std()" -0.557988065531915
5 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean()" -0.235516929306383
5 "WALKING_UPSTAIRS" "tBodyGyroMag" "std()" -0.354687870212766
5 "WALKING_UPSTAIRS" "tGravityAcc" "mean()" 0.215891909773262
5 "WALKING_UPSTAIRS" "tGravityAcc" "std()" -0.925170422907801
5 "WALKING_UPSTAIRS" "tGravityAccMag" "mean()" 0.0435562021989362
5 "WALKING_UPSTAIRS" "tGravityAccMag" "std()" -0.136736383765957
6 "LAYING" "fBodyAcc" "mean()" -0.933621985964912
6 "LAYING" "fBodyAcc" "meanFreq()" 0.0967155799385965
6 "LAYING" "fBodyAcc" "std()" -0.92872630327076
6 "LAYING" "fBodyAccJerk" "mean()" -0.952513900584795
6 "LAYING" "fBodyAccJerk" "meanFreq()" 0.0225795488631579
6 "LAYING" "fBodyAccJerk" "std()" -0.955968051052632
6 "LAYING" "fBodyAccMag" "mean()" -0.91235165222807
6 "LAYING" "fBodyAccMag" "meanFreq()" 0.1446050868
6 "LAYING" "fBodyAccMag" "std()" -0.905373979824561
6 "LAYING" "fBodyBodyAccJerkMag" "mean()" -0.948655471052632
6 "LAYING" "fBodyBodyAccJerkMag" "meanFreq()" 0.182525077889474
6 "LAYING" "fBodyBodyAccJerkMag" "std()" -0.951552664035088
6 "LAYING" "fBodyBodyGyroJerkMag" "mean()" -0.953695957368421
6 "LAYING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.16376531874386
6 "LAYING" "fBodyBodyGyroJerkMag" "std()" -0.955504654561404
